cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
sample_0079,sha_0079,medRxiv,Long COVID symptoms and patient recovery,10.1000/sample.79,,30000079,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2022-04-26,"White, C.; Harris, B.; Martin, E.",Nature Medicine,mag_79,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_79,s2_79
sample_0080,,Elsevier,Clinical outcomes in COVID-19 patients,10.1000/sample.80,PMC1000080,,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2023-09-29,"Smith, J.; Johnson, A.; Brown, K.",The Lancet,mag_80,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_80,s2_80
sample_0081,,PMC,Contact tracing effectiveness studies,,,30000081,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2022-03-17,"Smith, J.; Johnson, A.; Brown, K.",New England Journal of Medicine,mag_81,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_81,s2_81
sample_0082,,arXiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.82,,30000082,cc-by,Immunological response analysis including antibody production and cellular immunity.,2023-02-25,"Smith, J.; Johnson, A.; Brown, K.",Nature,mag_82,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_82,s2_82
sample_0083,,medRxiv,Healthcare system impact during pandemic,10.1000/sample.83,PMC1000083,,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2023-06-24,"Davis, M.; Wilson, R.; Taylor, S.",New England Journal of Medicine,mag_83,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_83,s2_83
sample_0084,,Elsevier,Epidemiological analysis of coronavirus spread,10.1000/sample.84,PMC1000084,30000084,cc-by,Immunological response analysis including antibody production and cellular immunity.,2023-05-13,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",The Lancet,mag_84,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_84,s2_84
sample_0085,sha_0085,medRxiv,Vaccine development and efficacy analysis,10.1000/sample.85,,30000085,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2021-11-23,"Anderson, L.; Thomas, P.; Jackson, D.",BMJ,mag_85,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_85,s2_85
sample_0086,,medRxiv,Healthcare system impact during pandemic,,,,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2021-03-23,"Thompson, G.; Garcia, H.; Martinez, I.",The Lancet,mag_86,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_86,s2_86
sample_0087,sha_0087,medRxiv,Ventilator management in COVID patients,10.1000/sample.87,PMC1000087,30000087,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2022-07-15,"Lee, K.; Wang, L.; Chen, M.",JAMA,mag_87,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_87,s2_87
sample_0088,sha_0088,arXiv,Economic implications of pandemic measures,10.1000/sample.88,PMC1000088,,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2022-07-23,"Anderson, L.; Thomas, P.; Jackson, D.",Science,mag_88,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_88,s2_88
sample_0089,sha_0089,Elsevier,Immunological response to SARS-CoV-2 infection,10.1000/sample.89,PMC1000089,,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2021-10-04,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",BMJ,mag_89,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_89,s2_89
sample_0090,sha_0090,medRxiv,Mask wearing and transmission reduction,10.1000/sample.90,PMC1000090,30000090,cc-by,Immunological response analysis including antibody production and cellular immunity.,2020-09-23,"Miller, N.; Jones, O.; Williams, P.",Nature Medicine,mag_90,who_90,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_90,s2_90
sample_0091,,PMC,Ventilator management in COVID patients,10.1000/sample.91,PMC1000091,30000091,cc-by-nc,Research on pandemic response effectiveness and public health intervention strategies.,2023-09-03,"White, C.; Harris, B.; Martin, E.",The Lancet,mag_91,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_91,s2_91
sample_0092,sha_0092,WHO,Mental health effects of COVID-19 lockdowns,,,30000092,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2023-09-17,"White, C.; Harris, B.; Martin, E.",JAMA,mag_92,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_92,s2_92
sample_0093,sha_0093,WHO,Clinical outcomes in COVID-19 patients,10.1000/sample.93,PMC1000093,,cc-by-nc,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2020-06-11,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Nature,mag_93,,arxiv.93,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_93,s2_93
sample_0094,sha_0094,PMC,Treatment protocols for severe COVID cases,,PMC1000094,,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2023-11-22,"Smith, J.; Johnson, A.; Brown, K.",Science,mag_94,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_94,s2_94
sample_0095,sha_0095,PMC,Mask wearing and transmission reduction,10.1000/sample.95,,30000095,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2023-09-16,"White, C.; Harris, B.; Martin, E.",Nature Medicine,mag_95,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_95,s2_95
sample_0096,sha_0096,medRxiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.96,,30000096,cc-by,Immunological response analysis including antibody production and cellular immunity.,2021-07-29,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",PLOS ONE,mag_96,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_96,s2_96
sample_0097,sha_0097,medRxiv,Pandemic response strategies and public health measures,,,30000097,cc-by,Immunological response analysis including antibody production and cellular immunity.,2020-08-26,"Davis, M.; Wilson, R.; Taylor, S.",PLOS ONE,mag_97,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_97,s2_97
sample_0098,sha_0098,arXiv,Long COVID symptoms and patient recovery,10.1000/sample.98,PMC1000098,30000098,cc-by-nc,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2023-02-27,"Anderson, L.; Thomas, P.; Jackson, D.",PLOS ONE,mag_98,who_98,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_98,s2_98
sample_0099,sha_0099,Elsevier,Mental health effects of COVID-19 lockdowns,10.1000/sample.99,PMC1000099,30000099,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2021-11-27,"Lee, K.; Wang, L.; Chen, M.",Cell,mag_99,who_99,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_99,s2_99
sample_0100,,PMC,Clinical outcomes in COVID-19 patients,10.1000/sample.100,,,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2023-01-24,"Thompson, G.; Garcia, H.; Martinez, I.",Nature Medicine,mag_100,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_100,s2_100
sample_0101,sha_0101,Elsevier,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.101,,,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2022-03-12,"Smith, J.; Johnson, A.; Brown, K.",Cell,mag_101,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_101,s2_101
sample_0102,,medRxiv,Economic implications of pandemic measures,10.1000/sample.102,,,cc-by-nc,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2020-02-14,"Davis, M.; Wilson, R.; Taylor, S.",Nature Medicine,mag_102,,arxiv.102,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_102,s2_102
sample_0103,,PMC,Clinical outcomes in COVID-19 patients,10.1000/sample.103,PMC1000103,30000103,cc-by-nc,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2022-07-21,"Thompson, G.; Garcia, H.; Martinez, I.",PLOS ONE,mag_103,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_103,s2_103
sample_0104,,medRxiv,Long COVID symptoms and patient recovery,10.1000/sample.104,PMC1000104,30000104,cc-by-nc,Healthcare system capacity analysis during peak pandemic periods.,2023-06-03,"White, C.; Harris, B.; Martin, E.",Nature,mag_104,who_104,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_104,s2_104
sample_0105,,WHO,Epidemiological analysis of coronavirus spread,,,30000105,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-01-01,"White, C.; Harris, B.; Martin, E.",Proceedings of the National Academy of Sciences,mag_105,who_105,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_105,s2_105
sample_0106,,arXiv,Vaccine development and efficacy analysis,,,30000106,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2022-09-16,"Davis, M.; Wilson, R.; Taylor, S.",The Lancet,mag_106,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_106,s2_106
sample_0107,sha_0107,medRxiv,Mask wearing and transmission reduction,10.1000/sample.107,PMC1000107,30000107,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2022-09-27,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Nature,mag_107,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_107,s2_107
sample_0108,,arXiv,Contact tracing effectiveness studies,,PMC1000108,30000108,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2022-05-30,"Thompson, G.; Garcia, H.; Martinez, I.",Nature,mag_108,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_108,s2_108
sample_0109,,medRxiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.109,PMC1000109,30000109,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2023-01-22,"Anderson, L.; Thomas, P.; Jackson, D.",Nature,mag_109,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_109,s2_109
sample_0110,sha_0110,Elsevier,Long COVID symptoms and patient recovery,,PMC1000110,30000110,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2022-11-19,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",The Lancet,mag_110,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_110,s2_110
sample_0111,sha_0111,arXiv,Long COVID symptoms and patient recovery,10.1000/sample.111,,30000111,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2020-05-11,"Smith, J.; Johnson, A.; Brown, K.",PLOS ONE,mag_111,who_111,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_111,s2_111
sample_0112,sha_0112,arXiv,Long COVID symptoms and patient recovery,10.1000/sample.112,PMC1000112,,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2021-10-12,"Lee, K.; Wang, L.; Chen, M.",BMJ,mag_112,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_112,s2_112
sample_0113,,arXiv,Long COVID symptoms and patient recovery,10.1000/sample.113,PMC1000113,30000113,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-06-02,"Thompson, G.; Garcia, H.; Martinez, I.",The Lancet,mag_113,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_113,s2_113
sample_0114,,Elsevier,Contact tracing effectiveness studies,10.1000/sample.114,,30000114,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2023-12-20,"White, C.; Harris, B.; Martin, E.",JAMA,mag_114,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_114,s2_114
sample_0115,,WHO,Ventilator management in COVID patients,10.1000/sample.115,,30000115,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2023-10-07,"Miller, N.; Jones, O.; Williams, P.",Nature,mag_115,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_115,s2_115
sample_0116,sha_0116,WHO,Contact tracing effectiveness studies,10.1000/sample.116,,30000116,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2020-09-19,"White, C.; Harris, B.; Martin, E.",PLOS ONE,mag_116,who_116,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_116,s2_116
sample_0117,sha_0117,Elsevier,Mental health effects of COVID-19 lockdowns,10.1000/sample.117,,30000117,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2023-03-24,"Lee, K.; Wang, L.; Chen, M.",BMJ,mag_117,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_117,s2_117
sample_0118,sha_0118,WHO,Ventilator management in COVID patients,10.1000/sample.118,PMC1000118,30000118,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2023-11-19,"Miller, N.; Jones, O.; Williams, P.",JAMA,mag_118,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_118,s2_118
sample_0119,sha_0119,arXiv,Economic implications of pandemic measures,10.1000/sample.119,PMC1000119,30000119,cc-by,Immunological response analysis including antibody production and cellular immunity.,2022-07-30,"White, C.; Harris, B.; Martin, E.",Cell,mag_119,,arxiv.119,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_119,s2_119
sample_0120,,medRxiv,Treatment protocols for severe COVID cases,10.1000/sample.120,PMC1000120,,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2023-09-04,"Smith, J.; Johnson, A.; Brown, K.",New England Journal of Medicine,mag_120,,arxiv.120,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_120,s2_120
sample_0121,sha_0121,arXiv,Economic implications of pandemic measures,10.1000/sample.121,PMC1000121,30000121,cc-by-nc,Analysis of treatment effectiveness and clinical management approaches.,2021-05-31,"Miller, N.; Jones, O.; Williams, P.",PLOS ONE,mag_121,who_121,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_121,s2_121
sample_0122,sha_0122,WHO,SARS-CoV-2 viral dynamics in clinical settings,10.1000/sample.122,PMC1000122,,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2021-10-20,"Lee, K.; Wang, L.; Chen, M.",Proceedings of the National Academy of Sciences,mag_122,who_122,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_122,s2_122
